Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
066575.KS,47250.0,2024/10/25,15:30 KST,-1800.0,49050.0,49050.0,47200.0,37146,,,,,,,
BSIM.JK,805.0,2024/10/25,14:24 WIB,5.0,805.0,805.0,805.0,1700,,,,,,,
035720.KS,36500.0,2024/10/25,15:30 KST,-950.0,37450.0,37700.0,36100.0,852346,,,,,,,
VHC.VN,70800.0,2024/10/25,14:45 ICT,-300.0,71800.0,71800.0,70100.0,628400,,,,,,,
ESSA.JK,945.0,2024/10/25,16:10 WIB,-30.0,975.0,975.0,935.0,22887100,,,,,,,
JPM.MX,4445.0,2024/10/24,12:55 CST,0.0,4410.0,4445.0,4445.0,1032,,,,,,,
IP.BA,14375.0,2024/10/24,13:39 ART,-225.0,14400.0,14400.0,14300.0,20,,,,,,,
VIX.VN,11100.0,2024/10/25,14:45 ICT,-150.0,11350.0,11350.0,11100.0,11382400,,,,,,,
BASF.BD,18500.0,2024/10/24,09:02 CEST,0.0,18500.0,18500.0,18500.0,9,,,,,,,
CMNT.JK,965.0,2024/10/25,16:01 WIB,0.0,965.0,970.0,960.0,35486700,,,,,,,
KPIG.JK,169.0,2024/10/25,16:14 WIB,-1.0,170.0,172.0,169.0,93966300,,,,,,,
MTN.JO,8873.0,2024/10/25,15:05 SAST,-27.0,8900.0,9100.0,8857.0,1304639,,,,,,,
TSLA.MX,5172.0,2024/10/24,13:59 CST,-13.370117,4830.01,5172.0,5172.0,54275,,,,,,,
SNA.BA,64000.0,2024/10/24,16:47 ART,-250.0,63800.0,64000.0,63700.0,7,,,,,,,
VPI.VN,57300.0,2024/10/25,14:45 ICT,500.0,57400.0,57400.0,57000.0,1071900,,,,,,,
SNAP.BA,12075.0,2024/10/24,16:56 ART,100.0,12100.0,12200.0,12050.0,340,,,,,,,
CNMA.JK,204.0,2024/10/25,16:07 WIB,2.0,202.0,208.0,202.0,34682700,,,,,,,
PTRO.JK,16900.0,2024/10/25,16:14 WIB,-100.0,17050.0,17500.0,16800.0,5188400,,,,,,,
BNG.BA,21250.0,2024/10/24,16:59 ART,150.0,21000.0,21325.0,21000.0,360,,,,,,,
012450.KS,378000.0,2024/10/25,15:30 KST,4000.0,375000.0,384500.0,368500.0,280034,,,,,,,
BNII.JK,228.0,2024/10/25,16:09 WIB,-2.0,230.0,232.0,228.0,610900,,,,,,,
HRUM.JK,1310.0,2024/10/25,16:10 WIB,-5.0,1320.0,1325.0,1305.0,6568500,,,,,,,
GEX.VN,20450.0,2024/10/25,14:45 ICT,-50.0,20550.0,20650.0,20400.0,2896800,,,,,,,
329180.KS,198100.0,2024/10/25,15:30 KST,400.0,198900.0,203000.0,196800.0,167345,,,,,,,
VRSN.BA,36525.0,2024/10/24,16:30 ART,-275.0,36800.0,36800.0,36450.0,565,,,,,,,
003670.KS,227000.0,2024/10/25,15:30 KST,-4500.0,238500.0,239000.0,227000.0,241525,,,,,,,
MSFT34.SA,101.2,2024/10/25,10:06 BRT,0.65999603,101.2,101.29,101.19,9728,,,,,,,
RELIANCE.BO,2655.45,2024/10/25,15:55 IST,-24.5,2687.7,2687.7,2645.0,735248,,,,,,,
NMR.BA,6080.0,2024/10/24,14:34 ART,110.0,6050.0,6080.0,6000.0,70,,,,,,,
RELIANCE.NS,2655.7,2024/10/25,15:30 IST,-23.900146,2687.0,2688.7,2644.0,9285486,,,,,,,
AZNL.XC,11642.0,2024/10/25,14:21 BST,-50.0,11698.0,11714.0,11602.0,141960,,,,,,,
AZN.L,11636.0,2024/10/25,14:06 BST,-60.0,11690.0,11716.0,11596.0,345216,,,,,,,
8306.T,1548.5,2024/10/25,15:15 JST,-16.5,1540.0,1555.5,1533.0,39535300,,,,,,,
BSBR.BA,5970.0,2024/10/24,16:29 ART,10.0,6100.0,6100.0,5890.0,736,,,,,,,
032830.KS,101700.0,2024/10/25,15:30 KST,1100.0,100600.0,102500.0,100100.0,154018,,,,,,,
VIV.BA,11200.0,2024/10/23,16:37 ART,0.0,11175.0,0.0,0.0,68,,,,,,,
IMPC.JK,338.0,2024/10/25,16:00 WIB,0.0,338.0,338.0,334.0,4046500,,,,,,,
6501.T,4013.0,2024/10/25,15:15 JST,39.0,3943.0,4144.0,3923.0,15954100,,,,,,,
VGC.VN,40500.0,2024/10/25,14:45 ICT,0.0,40600.0,40600.0,40000.0,527200,,,,,,,
GFI.BA,21050.0,2024/10/24,16:57 ART,-200.0,21100.0,21100.0,20650.0,292,,,,,,,
SLM.JO,8846.0,2024/10/25,15:05 SAST,-5.0,8900.0,8915.0,8796.0,402870,,,,,,,
STTP.JK,14425.0,2024/10/24,15:28 WIB,0.0,13875.0,14450.0,13875.0,1600,,,,,,,
TAPG.JK,910.0,2024/10/25,16:07 WIB,0.0,915.0,945.0,900.0,20266600,,,,,,,
086790.KS,66500.0,2024/10/25,15:30 KST,2600.0,64400.0,69200.0,64400.0,2519532,,,,,,,
138040.KS,104800.0,2024/10/25,15:30 KST,-200.0,105000.0,105900.0,104200.0,286319,,,,,,,
PDR.VN,21650.0,2024/10/25,14:45 ICT,300.0,21450.0,21900.0,21350.0,12361600,,,,,,,
FAPA.JK,5300.0,2024/10/25,15:33 WIB,0.0,5300.0,5300.0,5275.0,6000,,,,,,,
BMW.BD,30200.0,2024/10/24,09:02 CEST,0.0,30200.0,30200.0,30200.0,13,,,,,,,
DCM.VN,36600.0,2024/10/25,14:45 ICT,0.0,36700.0,37200.0,36600.0,1759400,,,,,,,
ULTJ.JK,1860.0,2024/10/25,16:09 WIB,0.0,1860.0,1870.0,1850.0,781700,,,,,,,
BRKB.MX,9000.07,2024/10/24,13:50 CST,0.0,9130.0,9000.07,9000.07,350,,,,,,,
NVDC34.SA,16.7,2024/10/25,10:06 BRT,0.12000084,16.69,16.72,16.68,154463,,,,,,,
SIDO.JK,615.0,2024/10/25,16:14 WIB,-10.0,625.0,625.0,605.0,94478100,,,,,,,
MCOL.JK,5500.0,2024/10/25,15:39 WIB,0.0,5500.0,5525.0,5475.0,13300,,,,,,,
196170.KQ,374000.0,2024/10/25,15:30 KST,-8000.0,381500.0,385000.0,371000.0,296491,,,,,,,
AAPL34.SA,65.42,2024/10/25,10:06 BRT,-0.08000183,65.25,65.49,65.25,12787,,,,,,,
S32.JO,4324.0,2024/10/25,15:05 SAST,-11.0,4294.0,4341.0,4293.0,279187,,,,,,,
MPRO.JK,2020.0,2024/10/25,16:01 WIB,0.0,2020.0,2020.0,1970.0,27600,,,,,,,
NVL.VN,10200.0,2024/10/25,14:45 ICT,50.0,10100.0,10300.0,10100.0,3267100,,,,,,,
AMS.JO,74572.0,2024/10/25,15:06 SAST,-385.0,74300.0,75358.0,72751.0,601163,,,,,,,
KBC.VN,25900.0,2024/10/25,14:45 ICT,100.0,26250.0,26250.0,25850.0,1469000,,,,,,,
VCI.VN,34500.0,2024/10/25,14:45 ICT,0.0,34500.0,34650.0,34100.0,8164900,,,,,,,
FSLR.BA,12825.0,2024/10/24,16:57 ART,100.0,12725.0,12875.0,12675.0,2711,,,,,,,
VND.VN,14300.0,2024/10/25,14:45 ICT,0.0,14400.0,14500.0,14300.0,5680600,,,,,,,
HCM.VN,28300.0,2024/10/25,14:45 ICT,100.0,28250.0,28450.0,28200.0,6450100,,,,,,,
TSMN.MX,3953.97,2024/10/24,13:17 CST,0.0,3936.0,3953.97,3953.97,691,,,,,,,
MFIN.JK,4080.0,2024/10/25,16:12 WIB,250.0,3830.0,4440.0,3820.0,588700,,,,,,,
ISA.CL,18180.0,2024/10/24,16:00 EDT,440.0,0.0,0.0,0.0,0,,,,,,,
BBTN.JK,1470.0,2024/10/25,16:14 WIB,-25.0,1505.0,1505.0,1460.0,14898200,,,,,,,
NAB.VN,15600.0,2024/10/25,14:45 ICT,0.0,15550.0,15650.0,15500.0,7158587,,,,,,,
028260.KS,132200.0,2024/10/25,15:30 KST,-1400.0,133200.0,135200.0,131500.0,214186,,,,,,,
006400.KS,322000.0,2024/10/25,15:30 KST,-5500.0,333500.0,335000.0,321000.0,217621,,,,,,,
006405.KS,203500.0,2024/10/25,15:30 KST,-3000.0,208000.0,209500.0,202000.0,1836,,,,,,,
VOD.JO,11018.0,2024/10/25,15:04 SAST,117.0,10973.0,11105.0,10895.0,487490,,,,,,,
02826K.KS,99900.0,2024/10/25,15:30 KST,300.0,99500.0,100500.0,99500.0,3018,,,,,,,
ANG.JO,52621.0,2024/10/25,15:06 SAST,-568.0,53075.0,53272.0,52380.0,342709,,,,,,,
HEAL.JK,1480.0,2024/10/25,16:01 WIB,-5.0,1485.0,1490.0,1445.0,16029400,,,,,,,
PWON.JK,468.0,2024/10/25,16:14 WIB,-4.0,472.0,482.0,460.0,72216600,,,,,,,
BBHI.JK,1000.0,2024/10/25,16:00 WIB,30.0,975.0,1000.0,950.0,528500,,,,,,,
TKIM.JK,7325.0,2024/10/25,16:11 WIB,25.0,7350.0,7350.0,7225.0,468800,,,,,,,
GMD.VN,62700.0,2024/10/25,14:45 ICT,-100.0,62600.0,63000.0,62000.0,731500,,,,,,,
FRT.VN,168500.0,2024/10/25,14:45 ICT,-2300.0,169000.0,169900.0,168500.0,267400,,,,,,,
012330.KS,256500.0,2024/10/25,15:30 KST,6500.0,249500.0,267000.0,248000.0,823915,,,,,,,
PGV.VN,20400.0,2024/10/25,14:45 ICT,400.0,20000.0,20950.0,19800.0,15500,,,,,,,
GEB.CL,2535.0,2024/10/24,15:53 EDT,0.0,0.0,0.0,0.0,0,,,,,,,
051915.KS,219000.0,2024/10/25,15:30 KST,-7500.0,228500.0,230500.0,219000.0,15648,,,,,,,
BTPN.JK,2260.0,2024/10/25,16:11 WIB,-10.0,2300.0,2300.0,2250.0,83900,,,,,,,
051910.KS,322500.0,2024/10/25,15:30 KST,-5500.0,334000.0,336000.0,321000.0,199007,,,,,,,
KEP.BA,9720.0,2024/10/24,15:55 ART,370.0,9760.0,9760.0,9720.0,13,,,,,,,
CTRA.JK,1330.0,2024/10/25,16:14 WIB,-5.0,1335.0,1350.0,1325.0,20008700,,,,,,,
KB.BA,39700.0,2024/10/24,11:24 ART,-625.0,39700.0,39700.0,39700.0,368,,,,,,,
BINA.JK,4090.0,2024/10/25,16:00 WIB,-10.0,4030.0,4090.0,4030.0,104000,,,,,,,
BRFS.BA,15350.0,2024/10/24,16:59 ART,-25.0,15275.0,15400.0,15150.0,395,,,,,,,
BSDE.JK,1210.0,2024/10/25,16:14 WIB,-25.0,1250.0,1255.0,1205.0,26064700,,,,,,,
010130.KS,1253000.0,2024/10/25,15:30 KST,115000.0,1251000.0,1470000.0,1180000.0,344643,,,,,,,
MKPI.JK,26700.0,2024/10/24,09:02 WIB,-25.0,26700.0,26700.0,26700.0,15000,,,,,,,
035420.KS,167800.0,2024/10/25,15:30 KST,-4300.0,172100.0,172900.0,167100.0,627017,,,,,,,
SBS.BA,37175.0,2024/10/24,12:51 ART,-475.0,37175.0,37175.0,37175.0,11,,,,,,,
IFF.BA,10025.0,2024/10/24,16:57 ART,-200.0,10075.0,10100.0,10025.0,80,,,,,,,
005490.KS,335500.0,2024/10/25,15:30 KST,-4000.0,341000.0,345500.0,333000.0,182841,,,,,,,
INTP.JK,7600.0,2024/10/25,16:14 WIB,-125.0,7700.0,7750.0,7500.0,1610600,,,,,,,
BIIB.BA,16625.0,2024/10/24,16:31 ART,-25.0,16950.0,16950.0,16625.0,340,,,,,,,
SID.BA,19500.0,2024/10/24,16:40 ART,50.0,19050.0,19575.0,19050.0,749,,,,,,,
BDMN.JK,2620.0,2024/10/25,16:00 WIB,20.0,2600.0,2620.0,2600.0,928100,,,,,,,
MLPT.JK,13900.0,2024/10/18,16:00 WIB,0.0,11675.0,13900.0,11675.0,1126000,,,,,,,
CAH.BA,44050.0,2024/10/24,15:04 ART,-400.0,44300.0,44400.0,44050.0,28,,,,,,,
MAPA.JK,905.0,2024/10/25,16:12 WIB,10.0,895.0,920.0,885.0,16228100,,,,,,,
ERIC.BA,4990.0,2024/10/24,15:22 ART,15.0,5000.0,5030.0,4980.0,113,,,,,,,
2330.TW,1065.0,2024/10/25,13:30 CST,5.0,1065.0,1065.0,1060.0,22518315,,,,,,,
AKRA.JK,1410.0,2024/10/25,16:14 WIB,-10.0,1420.0,1425.0,1405.0,16167000,,,,,,,
GFI.JO,31130.0,2024/10/25,15:06 SAST,-507.0,31475.0,31685.0,30941.0,618450,,,,,,,
MAPI.JK,1695.0,2024/10/25,16:13 WIB,-40.0,1735.0,1735.0,1690.0,8303900,,,,,,,
POW.VN,11900.0,2024/10/25,14:45 ICT,-200.0,12200.0,12200.0,11900.0,4969300,,,,,,,
ORAN.BA,13200.0,2024/10/18,13:59 ART,0.0,0.0,0.0,0.0,0,,,,,,,
META.MX,11282.0,2024/10/24,13:58 CST,9.709961,11250.14,11282.0,11282.0,1674,,,,,,,
OCB.VN,11400.0,2024/10/25,14:45 ICT,-100.0,11600.0,11650.0,11400.0,3609600,,,,,,,
ITMG.JK,25525.0,2024/10/25,16:11 WIB,-150.0,25700.0,25700.0,25500.0,1081200,,,,,,,
KDH.VN,33150.0,2024/10/25,14:45 ICT,-500.0,33650.0,33750.0,33150.0,2212100,,,,,,,
GGRM.JK,15150.0,2024/10/25,16:14 WIB,-225.0,15400.0,15400.0,15150.0,511200,,,,,,,
055550.KS,58000.0,2024/10/25,15:30 KST,1900.0,56500.0,59900.0,56500.0,2223554,,,,,,,
VOD.BA,11225.0,2024/10/24,16:48 ART,-50.0,11350.0,11350.0,11200.0,607,,,,,,,
PHG.BA,7600.0,2024/10/24,15:29 ART,60.0,7580.0,7600.0,7580.0,24,,,,,,,
REE.VN,63000.0,2024/10/25,14:45 ICT,-500.0,63900.0,63900.0,63000.0,298649,,,,,,,
SMGR.JK,4390.0,2024/10/25,16:14 WIB,100.0,4290.0,4380.0,4270.0,15277100,,,,,,,
EXCL.JK,2270.0,2024/10/25,16:11 WIB,10.0,2270.0,2290.0,2260.0,10612200,,,,,,,
FILM.JK,3110.0,2024/10/25,16:05 WIB,-10.0,3120.0,3180.0,3030.0,10605400,,,,,,,
AVIA.JK,480.0,2024/10/25,16:13 WIB,2.0,480.0,484.0,476.0,24495600,,,,,,,
EMTK.JK,492.0,2024/10/25,16:14 WIB,-18.0,510.0,525.0,492.0,48810300,,,,,,,
EBAY.BA,37450.0,2024/10/24,16:58 ART,-250.0,37750.0,37825.0,37450.0,120,,,,,,,
BIDU.BA,9600.0,2024/10/24,16:58 ART,-100.0,9690.0,9690.0,9400.0,5674,,,,,,,
GRMN.BA,63650.0,2024/10/24,16:32 ART,-500.0,64000.0,64000.0,63600.0,16,,,,,,,
ERJ.BA,41275.0,2024/10/24,16:57 ART,0.0,41250.0,41575.0,41100.0,314,,,,,,,
NISP.JK,1350.0,2024/10/25,16:14 WIB,-5.0,1355.0,1365.0,1345.0,12529600,,,,,,,
SRTG.JK,2280.0,2024/10/25,16:14 WIB,-60.0,2350.0,2380.0,2290.0,14799000,,,,,,,
PNJ.VN,94100.0,2024/10/25,14:45 ICT,100.0,94100.0,94200.0,93900.0,438600,,,,,,,
EEMCL.SN,42900.0,2024/10/24,15:05 CLST,-520.0,0.0,42900.0,42900.0,0,,,,,,,
LQDCL.SN,103600.0,2024/10/24,14:57 CLST,-1300.0,0.0,103600.0,103600.0,0,,,,,,,
CASA.JK,535.0,2024/10/25,16:00 WIB,-5.0,540.0,540.0,510.0,1665100,,,,,,,
BVH.VN,43350.0,2024/10/25,14:45 ICT,-100.0,43500.0,43550.0,43300.0,156000,,,,,,,
MEDC.JK,1305.0,2024/10/25,16:14 WIB,-40.0,1345.0,1345.0,1300.0,32656600,,,,,,,
NUE.BA,10400.0,2024/10/24,16:57 ART,-50.0,10500.0,10500.0,10375.0,370,,,,,,,
BBD.BA,3095.0,2024/10/24,16:58 ART,-40.0,3055.0,3150.0,3055.0,18539,,,,,,,
PTBA.JK,2880.0,2024/10/25,16:14 WIB,-40.0,2920.0,2940.0,2880.0,17372800,,,,,,,
MSB.VN,12250.0,2024/10/25,14:45 ICT,-100.0,12400.0,12450.0,12100.0,16723300,,,,,,,
BCOLOMBIA.CL,37000.0,2024/10/24,16:00 EDT,200.0,0.0,0.0,0.0,0,,,,,,,
HPQ.BA,43000.0,2024/10/24,16:47 ART,475.0,42800.0,43000.0,42650.0,4,,,,,,,
DD.BA,19825.0,2024/10/24,11:35 ART,-175.0,19825.0,19825.0,19825.0,2,,,,,,,
JSMR.JK,4720.0,2024/10/25,16:09 WIB,-80.0,4810.0,4820.0,4720.0,6308900,,,,,,,
GOLD.BA,11950.0,2024/10/24,16:59 ART,-375.0,12375.0,12375.0,11775.0,45148,,,,,,,
7203.T,2600.0,2024/10/25,15:15 JST,-2.5,2594.5,2619.0,2577.0,18218000,,,,,,,
PFBCOLOM.CL,34320.0,2024/10/24,16:00 EDT,720.0,0.0,0.0,0.0,0,,,,,,,
TYT.L,2594.5,2024/10/25,07:20 BST,-26.0,2594.5,2594.5,2594.5,324,,,,,,,
NUTRESA.CL,77540.0,2024/10/24,13:37 EDT,-4960.0,0.0,0.0,0.0,0,,,,,,,
SYY.BA,11000.0,2024/10/24,16:57 ART,-25.0,10900.0,11050.0,10900.0,68,,,,,,,
TCPI.JK,7250.0,2024/10/25,16:00 WIB,25.0,7225.0,7250.0,7050.0,9231700,,,,,,,
PGAS.JK,1500.0,2024/10/25,16:14 WIB,-30.0,1530.0,1535.0,1500.0,32979100,,,,,,,
SRAJ.JK,3080.0,2024/10/25,16:04 WIB,50.0,3030.0,3100.0,3000.0,301200,,,,,,,
000270.KS,92700.0,2024/10/25,15:30 KST,1800.0,90100.0,93500.0,89900.0,2144123,,,,,,,
LVS.BA,31000.0,2024/10/24,16:57 ART,575.0,30750.0,31000.0,30750.0,37,,,,,,,
CPI.JO,317500.0,2024/10/25,15:06 SAST,-4649.0,321550.0,323887.0,317282.0,134891,,,,,,,
SHB.VN,10400.0,2024/10/25,14:45 ICT,-150.0,10550.0,10600.0,10400.0,12971100,,,,,,,
ANTM.JK,1585.0,2024/10/25,16:14 WIB,-35.0,1620.0,1655.0,1585.0,84326300,,,,,,,
105560.KS,101000.0,2024/10/25,15:30 KST,7800.0,96000.0,103300.0,96000.0,2817885,,,,,,,
068270.KS,186400.0,2024/10/25,15:30 KST,500.0,186000.0,188700.0,182500.0,587425,,,,,,,
GLW.BA,13775.0,2024/10/24,16:57 ART,-125.0,13875.0,13875.0,13775.0,40,,,,,,,
SILO.JK,3010.0,2024/10/25,16:09 WIB,-50.0,3010.0,3060.0,3000.0,776300,,,,,,,
AMZN.MX,3699.0,2024/10/24,13:59 CST,1.6000977,3677.0,3699.0,3699.0,3081,,,,,,,
EIB.VN,20850.0,2024/10/25,14:45 ICT,-550.0,21350.0,21600.0,20850.0,14991100,,,,,,,
TOWR.JK,795.0,2024/10/25,16:14 WIB,-10.0,805.0,805.0,795.0,14528600,,,,,,,
SBK.JO,23772.0,2024/10/25,15:06 SAST,-67.0,23800.0,24057.0,23768.0,575077,,,,,,,
ARTO.JK,2860.0,2024/10/25,16:14 WIB,-60.0,2930.0,2940.0,2850.0,4963100,,,,,,,
HWM.BA,118950.0,2024/10/24,16:57 ART,-3700.0,120450.0,120450.0,118950.0,152,,,,,,,
GOOGL.MX,3235.0,2024/10/24,13:55 CST,0.0,3228.59,3235.0,3235.0,803,,,,,,,
MIKA.JK,2850.0,2024/10/25,16:08 WIB,0.0,2860.0,2890.0,2850.0,7292700,,,,,,,
GOOG.MX,3260.01,2024/10/24,13:57 CST,-6.3500977,3245.0,3260.01,3260.01,288,,,,,,,
DGC.VN,109100.0,2024/10/25,14:45 ICT,-1400.0,110500.0,111300.0,109100.0,1805400,,,,,,,
VRE.VN,18150.0,2024/10/25,14:45 ICT,0.0,18250.0,18300.0,18100.0,4770300,,,,,,,
TBIG.JK,1880.0,2024/10/25,16:14 WIB,5.0,1875.0,1880.0,1860.0,854600,,,,,,,
AEM.BA,17200.0,2024/10/24,16:57 ART,-200.0,17500.0,17500.0,17000.0,203,,,,,,,
INCO.JK,4070.0,2024/10/25,16:14 WIB,-50.0,4120.0,4160.0,4070.0,5240800,,,,,,,
CMRY.JK,5425.0,2024/10/25,16:04 WIB,-200.0,5600.0,5625.0,5400.0,603400,,,,,,,
TIMB.BA,17900.0,2024/10/24,16:57 ART,-25.0,17825.0,17950.0,17825.0,22,,,,,,,
VALE.BA,6180.0,2024/10/24,16:59 ART,-10.0,6190.0,6220.0,6140.0,204414,,,,,,,
INKP.JK,8025.0,2024/10/25,16:14 WIB,-25.0,8050.0,8125.0,8000.0,2987400,,,,,,,
KMB.BA,26975.0,2024/10/24,16:57 ART,-125.0,26975.0,27100.0,26900.0,48,,,,,,,
HVN.VN,20300.0,2024/10/25,14:45 ICT,-200.0,20500.0,20550.0,20300.0,1127800,,,,,,,
FSR.JO,8069.0,2024/10/25,15:06 SAST,-231.0,8286.0,8346.0,8031.0,11791391,,,,,,,
ROST.BA,42525.0,2024/10/24,16:59 ART,-575.0,42850.0,42900.0,42425.0,48,,,,,,,
TPB.VN,17050.0,2024/10/25,14:45 ICT,0.0,17150.0,17300.0,17000.0,16901500,,,,,,,
E.BA,9050.0,2024/10/23,13:23 ART,0.0,9070.0,0.0,0.0,6,,,,,,,
PGEO.JK,1125.0,2024/10/25,16:14 WIB,-5.0,1130.0,1135.0,1125.0,6969300,,,,,,,
SSB.VN,16650.0,2024/10/25,14:45 ICT,0.0,16650.0,16650.0,16350.0,1739600,,,,,,,
BNGA.JK,1895.0,2024/10/25,16:14 WIB,-20.0,1915.0,1920.0,1885.0,4893400,,,,,,,
BNLI.JK,1285.0,2024/10/25,16:12 WIB,255.0,1080.0,1285.0,1080.0,19935300,,,,,,,
PNBN.JK,1955.0,2024/10/25,16:13 WIB,55.0,1900.0,1975.0,1885.0,10064100,,,,,,,
LYG.BA,1890.0,2024/10/24,16:58 ART,-5.0,1930.0,1930.0,1865.0,427,,,,,,,
MFG.BA,4820.0,2024/10/24,16:35 ART,-35.0,4820.0,4820.0,4815.0,186,,,,,,,
SSI.VN,26700.0,2024/10/25,14:45 ICT,-100.0,26800.0,26900.0,26700.0,7953400,,,,,,,
ING.BA,6630.0,2024/10/24,16:44 ART,20.0,6660.0,6660.0,6610.0,42,,,,,,,
